Parcel Number	Building Name	Building Address	Postal Code	Floor Area	Property Type - Self Selected	PIM Link	Year Built	Energy Audit Due Date	Energy Audit Status	point	longitude	latitude	analysis_neighborhood	supervisor_district	data_as_of	data_loaded_at
0331/006	Hotel Bijou	111 Mason St	94102	26310	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0331/006		04/01/2024	Did Not Comply	POINT (-122.409598643 37.784470521)	-122.4095986431489	37.78447052135279	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0322A/001	631 OFARRELL ST	631 OFARRELL ST	94109	241322	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0322A/001	1930			POINT (-122.415120403 37.785239992)	-122.41512040313262	37.7852399922623	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1021/038	Jewish Community Center of San Francisco	3200 CALIFORNIA ST	94118	199978	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1021/038	0	04/01/2026	Upcoming	POINT (-122.447472686 37.787515309)	-122.4474726863699	37.787515308881616	Presidio Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0329/002	838 MARKET ST	838 MARKET ST	94102	67905	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0329/002	1930	04/01/2021	Did Not Comply	POINT (-122.406883017 37.785395524)	-122.40688301695008	37.78539552369001	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2025/003B	3869-SAN FRANCISCO, CA	1754 NORIEGA ST	94122	13862	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=2025/003B	1946	04/01/2030	Upcoming	POINT (-122.482640828 37.754272749)	-122.48264082752439	37.754272749456796	Sunset/Parkside	4	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0235/025	ACLU of Northern California	39 DRUMM STREET	94111	47838	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0235/025	1912	04/01/2029	Upcoming	POINT (-122.396851547 37.794123693)	-122.39685154671973	37.79412369307968	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4229/004	1275 MINNESOTA ST	1275 MINNESOTA ST	94107	34519	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4229/004	1937	04/01/2027	Upcoming	POINT (-122.38938123 37.754251721)	-122.38938122979563	37.75425172126764	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1076/034	1635 Divisadero Medical Building	1635 DIVISADERO ST	94115	71114	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1076/034	1989	04/01/2030	Upcoming	POINT (-122.440356874 37.784792638)	-122.44035687415126	37.78479263754386	Japantown	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3789/007	625 Second Street	625 2ND ST	94107	165989	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3789/007	1905	04/01/2025	Upcoming	POINT (-122.391061817 37.781688989)	-122.39106181657435	37.781688989144186	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3716/021	Rincon Center	121 SPEAR ST	94105	1013978	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3716/021	1925			POINT (-122.392847514 37.792265145)	-122.39284751379012	37.79226514500504	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5246/052	Growers' Refrigeration	2050 GALVEZ AVE	94124	29438	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5246/052	1968	04/01/2026	Upcoming	POINT (-122.395870389 37.74584779)	-122.3958703889294	37.74584778989105	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3729/086	1263 HOWARD ST	1263 HOWARD ST	94103	30230	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3729/086	1936	04/01/2030	Upcoming	POINT (-122.412144929 37.775324122)	-122.41214492944853	37.775324121683674	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0570/007	2201 VAN NESS AVE	2201 VAN NESS AVE	94123	24341	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0570/007	1957	04/01/2028	Upcoming	POINT (-122.423905388 37.795919373)	-122.42390538846067	37.79591937334833	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0343/031	Golden Gate Theater	1 TAYLOR ST	94102	146793	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0343/031	1922	04/01/2020	Pending - Contracted	POINT (-122.411079923 37.782505156)	-122.41107992259008	37.78250515616087	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0013/016	The Wax Museum Building	145 JEFFERSON ST.	94133	121481	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0013/016	2000	04/01/2026	Upcoming	POINT (-122.41464289 37.808060939)	-122.41464288995518	37.808060939095654	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0208/008	634 CLAY ST	634 CLAY ST	94111	145943	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0208/008	1912			POINT (-122.403863887 37.794793016)	-122.40386388745061	37.79479301568222	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0268/001	301 Pine	301 PINE ST	94104	25452	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0268/001	1909	04/01/2024	Pending - Contracted	POINT (-122.401279618 37.791834278)	-122.40127961827929	37.79183427813384	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7535/100	VISTA DEL MONTE	1760 DIAMOND ST	94131	138351	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=7535/100	1971			POINT (-122.43626422 37.743202952)	-122.43626422017662	37.74320295240056	Noe Valley	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0355/010	1278 MARKET ST	1278 MARKET ST	94102	85213	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0355/010	1907			POINT (-122.416202862 37.777980054)	-122.41620286235862	37.77798005442716	Tenderloin	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3715/007	166 Embarcadero	169 STEUART ST	94105	112615	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3715/007	1926	04/01/2024	Did Not Comply	POINT (-122.391982033 37.792699322)	-122.39198203347716	37.79269932165169	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3735/040	661 Howard Street	661 HOWARD ST	94105	18000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3735/040	1972	04/01/2024	Did Not Comply	POINT (-122.399455277 37.785345691)	-122.3994552771116	37.78534569115137	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1450/019A	5420 Geary	5420 GEARY BLVD	94121	10250	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1450/019A	1923	04/01/2025	Upcoming	POINT (-122.477774284 37.780770211)	-122.47777428411693	37.780770210750305	Outer Richmond	1	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0670/012	1244 Sutter, LLC	1244 SUTTER ST	94109	30964	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0670/012	1911	04/01/2027	Upcoming	POINT (-122.421034547 37.787902505)	-122.42103454684685	37.78790250527151	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
6574/069	3120 Mission Street	3120 Mission Street	94110	111200	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=6574/069	1956			POINT (-122.419150546 37.747648081)	-122.4191505462615	37.74764808102109	Bernal Heights	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8711/025	1155 04TH ST	1155 4TH ST	94107	236712	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=8711/025	2014			POINT (-122.390938529 37.773257937)	-122.39093852857148	37.773257936777256	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3525/008	450 9TH ST	450 9TH ST	94103	17660	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3525/008	1926	04/01/2020	Did Not Comply	POINT (-122.409565759 37.771611549)	-122.4095657589416	37.7716115494052	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3799/007	701 08TH ST	701 8TH ST	94107	266911	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3799/007	2008			POINT (-122.402805831 37.770290135)	-122.40280583132574	37.77029013464845	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3725/093	Hearst Chronicle Building	901 MISSION ST	94103	230000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3725/093	1924	04/01/2029	Upcoming	POINT (-122.406601108 37.782153654)	-122.40660110846576	37.78215365409334	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1215/014	1215 FELL ST	1215 FELL ST	94117	18424	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1215/014	1909	04/01/2014	Did Not Comply	POINT (-122.438142228 37.773707518)	-122.43814222750879	37.77370751774977	Hayes Valley	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3747/094	388 Beale	388 BEALE ST	94105	310408	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3747/094	1937			POINT (-122.391910711 37.787602056)	-122.39191071083397	37.7876020561825	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3903/002	Byer California - 1320 Byrant St.	1320 BRYANT ST	94103	63971	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3903/002	2003	04/01/2027	Upcoming	POINT (-122.411321922 37.768663249)	-122.41132192209939	37.76866324895073	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
9900/033	Pier 33 Shed	33 PIER	94111	89728	Commercial - Port Facility	https://sfplanninggis.org/PIM/?tab=Property&search=9900/033	1900			POINT (-122.404648515 37.807697683)	-122.4046485145358	37.80769768298234	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
6569/121	009886-San Francisco, CA	3400 Cesar Chavez	94110	11970	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=6569/121	2009	04/01/2027	Upcoming	POINT (-122.418662397 37.748496614)	-122.4186623966157	37.74849661359098	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4216/002	2225 23RD ST	2225 23RD ST	94107	165637	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4216/002	1989			POINT (-122.402012669 37.753903627)	-122.40201266932996	37.753903627144155	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0144/034	455 VALLEJO ST	455 VALLEJO ST	94133	57948	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0144/034	1973			POINT (-122.40478869 37.798793228)	-122.40478869024537	37.79879322821334	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0173/003	639 Front St	639 FRONT ST	94111	19468	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0173/003	1906	04/01/2025	Upcoming	POINT (-122.399959826 37.797375199)	-122.39995982570099	37.79737519889955	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3730/032	267 8th St	267 8TH ST	94103	26700	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3730/032	1911	04/01/2029	Upcoming	POINT (-122.410521671 37.775757247)	-122.41052167107341	37.77575724702912	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0279/057	1078 SUTTER ST	1078 SUTTER ST	94109	54442	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0279/057	2014			POINT (-122.418057848 37.788237857)	-122.41805784769257	37.78823785696046	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3918/009	SF Jewelry Center	101 UTAH ST	94103	51276	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3918/009	1957	04/01/2027	Upcoming	POINT (-122.406310586 37.767882469)	-122.40631058634789	37.7678824688604	Mission	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3751/105	795 Folsom Street	795 FOLSOM ST	94107	233150	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3751/105	1979	04/01/2026	Upcoming	POINT (-122.400374656 37.782181601)	-122.40037465641592	37.782181600598655	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4060/001	888 TENNESSEE ST	888 TENNESSEE ST	94107	40000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4060/001	1953	04/01/2029	Upcoming	POINT (-122.389984667 37.760766264)	-122.38998466704489	37.76076626439448	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1095/005	Kaiser Permanente San Francisco Hospital Campus	2425 GEARY BLVD	94115	767122	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1095/005	1952	04/01/2029	Upcoming	POINT (-122.443226235 37.782307989)	-122.44322623504897	37.78230798876099	Lone Mountain/USF	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0762/026-A	601 VAN NESS AVE	601 VAN NESS AVE	94102	820324	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0762/026-A	1983			POINT (-122.421406325 37.781385779)	-122.42140632541975	37.78138577901528	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1052/009	Russian Center of San Francisco	2450 SUTTER ST	94115	31930	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1052/009	1911	04/01/2030	Upcoming	POINT (-122.440915602 37.785401753)	-122.44091560155888	37.785401753260764	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0712/001	66 CLEARY CT	66 CLEARY CT	94109	415651	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0712/001	1963			POINT (-122.426974805 37.78438463)	-122.4269748051556	37.78438463020771	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3533/037	145 GUERRERO ST	145 GUERRERO ST	94103	130792	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3533/037	1980			POINT (-122.42387406 37.768922456)	-122.42387406032883	37.7689224563199	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3937/001	1500 16th Street/250 DeHaro St	1500 16TH ST	94103	47500	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3937/001	1952	04/01/2024	Did Not Comply	POINT (-122.402094379 37.766772144)	-122.40209437895246	37.76677214436466	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0666/006A	1540 Bush Street	1530 BUSH ST	94109	20364	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0666/006A	1916	04/01/2020	Did Not Comply	POINT (-122.422876007 37.788633849)	-122.42287600719196	37.788633849002075	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4304/002-A	Pier 80 - Admin Bldg.	501 CESAR CHAVEZ	94124	41390	Commercial - Port Facility	https://sfplanninggis.org/PIM/?tab=Property&search=4304/002-A	0			POINT (-122.380671883 37.749814424)	-122.3806718830589	37.749814423663985	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3511/031	1563 MISSION ST	1563 MISSION ST	94103	51052	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3511/031	1917	04/01/2027	Upcoming	POINT (-122.418073466 37.773040454)	-122.41807346583947	37.773040453520515	Mission	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5314/001	1900 OAKDALE AVE	1900 OAKDALE AVE	94124	39996	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5314/001	1962	04/01/2025	Upcoming	POINT (-122.396036146 37.738302035)	-122.39603614571047	37.738302034647276	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0330/001	111 ELLIS ST	111 ELLIS ST	94102	18000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0330/001	1907	04/01/2021	Did Not Comply	POINT (-122.408066759 37.785305835)	-122.40806675906279	37.78530583515055	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0309/022	275 Post	275 POST ST	94108	13081	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0309/022	1909	04/01/2024	Pending - Contracted	POINT (-122.406517379 37.788399916)	-122.40651737855065	37.78839991644162	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4083/002	Twentieth Street	3130 20TH ST	94110	74055	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4083/002	1949	04/01/2024	Pending - Contracted	POINT (-122.412060536 37.75942922)	-122.41206053625149	37.75942921966527	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0682/011	2000 Post III	2101 Sutter St	94115	20630	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0682/011	1987			POINT (-122.435605943 37.785120989)	-122.43560594313686	37.78512098906737	Japantown	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3754/007	Astro Studios Inc.	348 6TH ST	94103	18000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3754/007	1924	04/01/2024	Did Not Comply	POINT (-122.405132978 37.777729826)	-122.40513297772478	37.77772982578364	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
6312/010	Sunnydale Block 6	290 Malosi Street	94134	242926	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=6312/010				POINT (-122.417478229 37.710793964)	-122.41747822934252	37.71079396385771	Visitacion Valley	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3936/003	16th&Kansas Streets Building	1616 16TH ST	94103	72330	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3936/003	1912	04/01/2030	Upcoming	POINT (-122.403341705 37.76642499)	-122.40334170511515	37.76642498997941	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3780/044	Astella (st755)	975 Bryant St	94103	212102	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3780/044	1928			POINT (-122.405659208 37.772870792)	-122.40565920823065	37.77287079217377	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0195/001	735 Montgomery St	735 MONTGOMERY ST	94133	35715	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0195/001	1924	04/01/2024	Did Not Comply	POINT (-122.403754559 37.79621551)	-122.40375455923174	37.796215509510745	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3952/001B	75 ARKANSAS ST	75 ARKANSAS ST	94107	64000	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3952/001B	2017			POINT (-122.398409563 37.765394711)	-122.39840956298156	37.76539471128568	Mission Bay	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3570/002	Mission Hotel	510 SOUTH VAN NESS AVE	94110	62400	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3570/002	1907			POINT (-122.417881063 37.764633889)	-122.41788106332521	37.76463388868301	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0270/002	333-343 Kearny St	333 KEARNY ST	94108	22844	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0270/002	1907	04/01/2030	Upcoming	POINT (-122.404350042 37.791315085)	-122.40435004208189	37.79131508469688	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7308/001	300 ARBALLO DR	300 ARBALLO DR	94132	368272	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=7308/001	1950			POINT (-122.48387501 37.720504781)	-122.48387500965912	37.720504780551906	Lakeshore	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0313/018	Neiman Marcus	150 STOCKTON ST.	94108	253850	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0313/018	0	04/01/2022	Did Not Comply	POINT (-122.405904089 37.787365051)	-122.40590408904417	37.78736505101381	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0208/028	655 Montgomery	655 Montgomery Street	94111	282109	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0208/028	1984			POINT (-122.403606836 37.795234988)	-122.4036068364982	37.795234987592046	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0195/004	33 COLUMBUS AVE	33 COLUMBUS AVE	94111	14190	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0195/004	1913	04/01/2013	Did Not Comply	POINT (-122.403856128 37.79566686)	-122.40385612824973	37.79566686020524	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3987/008	1045 17TH ST	1045 17TH ST	94107	16162	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3987/008	1900	04/01/2025	Upcoming	POINT (-122.394529187 37.76504294)	-122.39452918662018	37.76504293963941	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3747/332	333 FREMONT ST	333 FREMONT ST	94105	128937	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3747/332	2014			POINT (-122.392694532 37.787682152)	-122.39269453212793	37.78768215229762	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4591A/013	100 JERROLD AVE	100 JERROLD AVE	94124	119651	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4591A/013	1989			POINT (-122.371430743 37.729008973)	-122.37143074253858	37.7290089734899	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1078/034	2299 Post Medical Center	2299 POST ST	94115	51079	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1078/034	1963	04/01/2020	Did Not Comply	POINT (-122.439211115 37.784117009)	-122.43921111466213	37.78411700880295	Japantown	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3708/044	Market Lytton	579 MARKET ST	94105	24161	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3708/044	1907	04/01/2021	Did Not Comply	POINT (-122.400544216 37.789405056)	-122.40054421637207	37.789405056302755	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0239/029	400-430 California Street	400-430 California Street	94104	308240	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0239/029		04/01/2024	Did Not Comply	POINT (-122.401789091 37.79326222)	-122.40178909078293	37.79326221951146	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0025/014	781 Beach Street	781 BEACH ST	94109	32776	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0025/014	1912	04/01/2030	Upcoming	POINT (-122.421671494 37.806224375)	-122.42167149441131	37.80622437455021	Russian Hill	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3735/065	246 02ND ST	246 2ND ST	94105	135151	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3735/065				POINT (-122.397398264 37.785745998)	-122.39739826431443	37.785745997621156	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0135/007	1000 SANSOME ST	1000 SANSOME ST	94111	59463	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0135/007	1904	04/01/2029	Upcoming	POINT (-122.402118498 37.799683984)	-122.4021184979181	37.79968398368944	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5375/059	701 BAY SHORE BLVD	701 BAY SHORE BLVD	94124	30000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5375/059	1952	04/01/2021	Did Not Comply	POINT (-122.406138679 37.735970642)	-122.40613867872784	37.73597064215265	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0207/035	545 Sansome St	545 SANSOME ST	94111	51213	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0207/035	1930	04/01/2019	Did Not Comply	POINT (-122.401873554 37.795457683)	-122.40187355426302	37.79545768270325	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3786/018	85 BLUXOME ST	85 BLUXOME ST	94107	56845	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3786/018	1900	04/01/2025	Upcoming	POINT (-122.397302321 37.776104956)	-122.39730232116897	37.77610495572954	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8811/001	2700 ARELIOUS WALKER DR	2700 ARELIOUS WALKER DR	94124	90297	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=8811/001				POINT (-122.385991021 37.718337583)	-122.3859910206977	37.71833758254439	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3732/029	984 FOLSOM ST	984 FOLSOM ST	94103	22240	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3732/029	1928	04/01/2022	Did Not Comply	POINT (-122.405559633 37.779017002)	-122.40555963319957	37.779017001557136	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0088/020	Maybeck Building	1736 STOCKTON ST	94133	14384	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0088/020	1907	04/01/2025	Upcoming	POINT (-122.409199708 37.801964179)	-122.40919970847787	37.80196417926335	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0564/027	2295 VALLEJO ST	2295 VALLEJO ST	94115	56591	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0564/027	1975			POINT (-122.434745518 37.794985011)	-122.43474551817823	37.79498501123363	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3764/071	461 02ND ST	461 2ND ST	94107	262755	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3764/071	1907			POINT (-122.393580627 37.783699369)	-122.39358062674363	37.78369936884909	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0794/063	555 FULTON ST	555 FULTON ST	94102	130000	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0794/063	2020			POINT (-122.425832396 37.778159245)	-122.42583239584059	37.77815924526246	Hayes Valley	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4713/007	10 ROSIE LEE LN	10 ROSIE LEE LN	94124	53326	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4713/007	1978			POINT (-122.380238322 37.732216593)	-122.38023832206261	37.732216592519265	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0307/008	Native Sons Building	414 MASON ST	94102	68132	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0307/008	1911	04/01/2030	Upcoming	POINT (-122.409592834 37.787565179)	-122.4095928339511	37.78756517949492	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0242/055	601 GRANT AVE	615 GRANT AVE	94108	19108	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0242/055	1907	04/01/2030	Upcoming	POINT (-122.406222089 37.792773831)	-122.40622208899552	37.79277383050039	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
